INSTNM,CITY,STABBR,CONTROL,UGDS,C150_4,COSTT4_A,COSTT4_A_IMP,TUITIONFEE_IN,TUITIONFEE_IN_IMP,TUITIONFEE_OUT,TUITIONFEE_OUT_IMP,PCTPELL,GRAD_DEBT_MDN,MD_EARN_WNE_P10,ROI,ZIP,LATITUDE,LONGITUDE
Drury University-College of Continuing Professional Studies,Springfield,MO,2,632.0,0.4324,19698.0,19698.0,8054.0,8054.0,8054.0,8054.0,0.6411,20979.0,40694.0,1.9362068118150095,65802,37.219681,-93.286192
Global Medical & Technical Training Institute,Miami,FL,3,393.0,,,31946.0,,16657.0,,16657.0,0.9945,8709.0,40747.0,3.136034554691143,33125-3562,25.779693,-80.225343
Salon Success Academy-West Covina,West Covina,CA,3,75.0,,,31946.0,,16657.0,,16657.0,0.4853,7177.0,26956.0,4.7404659445021515,91790-2876,34.070568,-117.933801
Indiana Institute of Technology-College of Professional Studies,Fort Wayne,IN,2,2686.0,0.28,26033.0,26033.0,9896.0,9896.0,9896.0,9896.0,0.5526,26391.0,47327.0,2.200266232805798,46803,41.078365,-85.116479
Advantage Technical College,San Juan,PR,3,381.0,,,31946.0,,16657.0,,16657.0,0.3909,,26905.0,4.749451774763055,00907-0000,18.454692,-66.081082
Institute of Culinary Education,Pasadena,CA,3,553.0,,,31946.0,,16657.0,,16657.0,0.2926,6439.0,47865.0,2.669675127964066,91101-5221,34.144829,-118.139351
Universal Technical Institute-Bloomfield,Bloomfield,NJ,3,1428.0,,,31946.0,,16657.0,,16657.0,0.5554,14267.0,51222.0,2.4947093045956814,07003-3002,40.841102,-74.180997
Gould's Academy,Bartlett,TN,3,135.0,,,31946.0,,16657.0,,16657.0,0.56,7767.0,40747.0,3.136034554691143,38133-4067,35.206685,-89.795642
Urban Academy of Beauty,Rio Rancho,NM,3,0.0,,,31946.0,,16657.0,,16657.0,0.3984,10556.0,33273.0,3.840471252967872,87124-2575,35.241061,-106.677601
WellSpring School of Allied Health-Springfield,Springfield,MO,3,90.0,,,31946.0,,16657.0,,16657.0,0.8029,7917.0,29839.0,4.282449143738061,65807,37.158926,-93.317069
Medical Career College of Northern California,Roseville,CA,3,14.0,,33993.0,33993.0,19576.0,19576.0,19576.0,19576.0,0.6,,40747.0,3.336981863695487,95678-5133,38.723329,-121.293121
Premiere International College,Fort Myers,FL,3,88.0,,34822.0,34822.0,22140.0,22140.0,22140.0,22140.0,0.7075,,40747.0,3.418362088006479,33901-3916,26.639307,-81.864154
San Diego Global Knowledge University,San Diego,CA,3,173.0,0.4545,,31946.0,13774.0,13774.0,13774.0,13774.0,0.1224,,40747.0,3.136034554691143,92101,32.708222,-117.154966
Global Tech College,Toledo,OH,3,102.0,,15497.0,15497.0,22184.0,22184.0,22184.0,22184.0,0.5079,,40747.0,1.5212899109136868,43615-7320,41.615085,-83.672676
McAllen Careers Institute,McAllen,TX,3,129.0,,,31946.0,,16657.0,,16657.0,0.9655,9500.0,40747.0,3.136034554691143,78501,26.199744,-98.22256
Bellasa Professional Institute,Miami Springs,FL,3,43.0,,,31946.0,,16657.0,,16657.0,0.0874,,40747.0,3.136034554691143,33166-0000,25.810667,-80.267007
Health and Technology Training Institute,Philadelphia,PA,2,20.0,,,46093.0,,29060.0,,29082.0,0.4,,40747.0,4.524799371732889,19107,39.951345,-75.163497
Yeshiva of Ocean,Greenfield Park,NY,2,63.0,0.6154,17300.0,17300.0,9000.0,9000.0,9000.0,9000.0,0.5439,,40747.0,1.69828453628488,12435-5308,41.732961,-74.501698
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Brooklyn,NY,2,168.0,0.2593,25625.0,25625.0,14125.0,14125.0,14125.0,14125.0,0.7811,,40747.0,2.5155226151618524,11219-5440,40.624233,-73.994778
Young Americans College of the Performing Arts,Corona,CA,2,15.0,,35961.0,35961.0,14030.0,14030.0,14030.0,14030.0,0.5,,40747.0,3.530174000539917,92881-3390,33.859246,-117.542501
Pro Beauty Academy,Edison,NJ,3,67.0,,,31946.0,,16657.0,,16657.0,0.3786,5500.0,40747.0,3.136034554691143,08820-2843,40.571036,-74.340019
South Eastern Beauty Academy,Paintsville,KY,3,45.0,,,31946.0,,16657.0,,16657.0,0.7432,,40747.0,3.136034554691143,41240-1034,37.814789,-82.806325
Ohel Margulia Seminary,Monsey,NY,2,280.0,,22600.0,22600.0,9700.0,9700.0,9700.0,9700.0,0.8025,,40747.0,2.218568238152502,10952-2610,41.121761,-74.065165
Yeshivat Hechal Shemuel,Brooklyn,NY,2,65.0,0.5,25480.0,25480.0,12380.0,12380.0,12380.0,12380.0,0.4462,,40747.0,2.5012884384126437,11229-0000,40.610906,-73.955944
Professional University Dr. Carlos J. Borrero Rios,Hato Rey,PR,3,7.0,,,31946.0,6900.0,6900.0,6900.0,6900.0,0.3984,,40747.0,3.136034554691143,00918-0000,18.411332,-66.054156
American Institute of Healthcare & Technology,Stratford,CT,3,100.0,,,31946.0,,16657.0,,16657.0,0.2207,7125.0,40747.0,3.136034554691143,06615-7149,41.170738,-73.150918
Premier Academy of Cosmetology,McAlester,OK,3,49.0,,,31946.0,,16657.0,,16657.0,0.7193,,40747.0,3.136034554691143,74501-4143,34.941596,-95.766472
Yeshiva Gedolah of Woodlake Village,Lakewood,NJ,2,87.0,0.6087,22130.0,22130.0,9030.0,9030.0,9030.0,9030.0,0.3544,,40747.0,2.172429872137826,08701-0000,40.099738,-74.169645
Yeshiva Gedola Tiferes Yaakov Yitzchok,Lakewood,NJ,2,71.0,0.8667,,46093.0,13700.0,13700.0,13700.0,13700.0,0.1304,,40747.0,4.524799371732889,08701-5502,40.056542,-74.223022
Houston Barber School,Houston,TX,3,264.0,,,31946.0,,16657.0,,16657.0,0.8019,10667.0,40747.0,3.136034554691143,77073-4400,29.966414,-95.415514
Health-Tech Institute of Memphis,Memphis,TN,3,8.0,,,31946.0,,16657.0,,16657.0,0.0,,40747.0,3.136034554691143,38118,35.049269,-89.934826
MIXED Institute of Cosmetology & Barber,Sacramento,CA,3,138.0,,,31946.0,,16657.0,,16657.0,0.5063,9833.0,40747.0,3.136034554691143,95823-2370,38.495699,-121.43577
Vski Cosmetology School,Charleston,SC,2,31.0,,,46093.0,,29060.0,,29082.0,0.2619,,40747.0,4.524799371732889,29407-4610,32.798291,-80.031699
New York Seminary,Brooklyn,NY,2,97.0,,22983.0,22983.0,12750.0,12750.0,12750.0,12750.0,0.4865,,40747.0,2.256166098117653,11218-5611,40.63193,-73.977011
Deluxe Barber College,San Antonio,TX,3,94.0,,,31946.0,,16657.0,,16657.0,0.6491,6500.0,40747.0,3.136034554691143,78217-2118,29.554971,-98.400819
Falcon Institute of Health and Science,Bethlehem,PA,3,137.0,,,31946.0,,16657.0,,16657.0,0.6734,17083.0,40747.0,3.136034554691143,18017-2113,40.651462,-75.42429
College Unbound,Providence,RI,2,491.0,,27138.0,27138.0,11016.0,11016.0,11016.0,11016.0,0.6858,12500.0,40747.0,2.664048887034628,02903,41.80644,-71.412848
A Better U Beauty Barber Academy,Albuquerque,NM,3,46.0,,,31946.0,,16657.0,,16657.0,0.5393,,40747.0,3.136034554691143,87110,35.11063,-106.583765
SANS Technology Institute,North Bethesda,MD,3,762.0,,,31946.0,,16657.0,,16657.0,0.0,,40747.0,3.136034554691143,20852,39.040814,-77.110758
Tuana European Beauty Academy,Fort Collins,CO,3,42.0,,,31946.0,,16657.0,,16657.0,0.4848,,40747.0,3.136034554691143,80524,40.575844,-105.076724
Idaho College of Osteopathic Medicine,Meridian,ID,3,540.0,,,31946.0,,16657.0,,16657.0,0.3984,,40747.0,3.136034554691143,83642,43.594515,-116.376042
Cal Northern School of Law,Chico,CA,3,540.0,,,31946.0,,16657.0,,16657.0,0.3984,,40747.0,3.136034554691143,95973-8682,39.774522,-121.839216
College of Athens,Watkinsville,GA,2,44.0,,,46093.0,9050.0,9050.0,9050.0,9050.0,0.0,,40747.0,4.524799371732889,30677,33.849669,-83.421106
Southern Careers Institute-Waco,Waco,TX,3,185.0,,,31946.0,,16657.0,,16657.0,0.6295,8708.0,27035.0,4.726613648973553,76706-3756,31.512387,-97.139246
Ponce Health Sciences University-St Louis,St. Louis,MO,3,540.0,,,31946.0,,16657.0,,16657.0,0.3984,,40747.0,3.136034554691143,63103,38.631435,-90.21479
Lil Lou's Beauty and Barber College-Hammond,Hammond,IN,3,26.0,,,31946.0,,16657.0,,16657.0,0.6176,14302.0,40747.0,3.136034554691143,46320-1954,41.611381,-87.521717
Arizona College of Nursing-Dallas,Dallas,TX,3,588.0,,43045.0,43045.0,23987.0,23987.0,23987.0,23987.0,0.6359,9500.0,34657.0,4.968116109299708,75243-1200,32.923106,-96.75999
The Salon Professional Academy-Washington DC,Washington,DC,3,117.0,,,31946.0,,16657.0,,16657.0,0.1659,6333.0,20809.0,6.140804459608823,20002-0000,38.90294,-77.006322
Valley College-Cleveland,Cleveland,OH,3,887.0,,,31946.0,,16657.0,,16657.0,0.7279,9500.0,24900.0,5.131887550200803,44129-6810,41.419409,-81.747723
EDP University of Puerto Rico-Humacao,Humacao,PR,2,325.0,,19625.0,19625.0,7050.0,7050.0,14125.0,14125.0,0.6357,14000.0,22844.0,3.4363509017685168,00791-0000,18.150762,-65.82455
EDP University of Puerto Rico-Manati,Manati,PR,2,468.0,,17523.0,17523.0,7050.0,7050.0,14125.0,14125.0,0.4165,14000.0,22844.0,3.0682892663281387,00674-0000,18.429431,-66.490949
UEI College-Sacramento,Sacramento,CA,3,1217.0,,,31946.0,,16657.0,,16657.0,0.7214,9500.0,30848.0,4.142375518672199,95823-2512,38.494532,-121.454197
Fortis Institute-Cookeville,Cookeville,TN,3,334.0,,31248.0,31248.0,15120.0,15120.0,15120.0,15120.0,0.781,13000.0,34509.0,3.622011649135008,38501-4305,36.143291,-85.478765
Derech Hachaim Seminary,Monroe,NY,2,300.0,,24100.0,24100.0,11000.0,11000.0,11000.0,11000.0,0.6491,,40747.0,2.3658183424546593,10950-6300,41.337206,-74.161936
Evvaylois Academy School of Beauty,Brenham,TX,2,14.0,,,46093.0,,29060.0,,29082.0,0.7,,40747.0,4.524799371732889,77833,30.148715,-96.388462
Avenue Five Institute-South Austin Campus,Austin,TX,3,139.0,,,31946.0,,16657.0,,16657.0,0.5983,7917.0,30280.0,4.220079260237781,78704-3259,30.221953,-97.756266
Sattler College,Boston,MA,2,57.0,0.8125,,46093.0,787.0,787.0,787.0,787.0,0.0,,40747.0,4.524799371732889,02114,42.36064,-71.062111
IE New York College,New York,NY,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,10012,40.723346,-74.001699
Pima Medical Institute-San Antonio,San Antonio,TX,3,424.0,,,31946.0,,16657.0,,16657.0,0.5065,9500.0,38673.0,3.304217412665167,78213,29.488708,-98.540716
The Southwestern Baptist Theological Seminary,Fort Worth,TX,2,324.0,0.2817,,46093.0,11934.0,11934.0,11934.0,11934.0,0.0,,40747.0,4.524799371732889,76115,32.681685,-97.348233
Lotus Professional College,Richmond,VA,3,171.0,,,31946.0,,16657.0,,16657.0,0.5017,,40747.0,3.136034554691143,23229,37.594751,-77.576237
Christ Mission College,San Antonio,TX,2,32.0,0.5,18421.0,18421.0,8806.0,8806.0,8806.0,8806.0,0.7674,,40747.0,1.808329447566692,78254-1000,29.543412,-98.70699
Esteem Academy of Beauty,South Ogden,UT,3,56.0,,,31946.0,,16657.0,,16657.0,0.2609,,40747.0,3.136034554691143,84403-4374,41.161895,-111.93946
KC Beauty Academy,Los Angeles,CA,3,41.0,,,31946.0,,16657.0,,16657.0,0.5843,,40747.0,3.136034554691143,90012-4303,34.048458,-118.235894
Urshan University,Wentzville,MO,2,472.0,0.4483,17175.0,17175.0,8756.0,8756.0,8756.0,8756.0,0.3463,,40747.0,1.6860136942597002,63385,38.808034,-90.830252
Texas Healthtech Institute,Beaumont,TX,3,150.0,,,31946.0,,16657.0,,16657.0,0.6429,6967.0,40747.0,3.136034554691143,77707-2604,30.064641,-94.206012
Xtylo Beauty College,Phoenix,AZ,3,57.0,,,31946.0,,16657.0,,16657.0,0.5,,40747.0,3.136034554691143,85008-1303,33.479573,-112.004521
Tonsorial Arts Barber College,Texarkana,TX,3,170.0,,,31946.0,,16657.0,,16657.0,0.8903,10667.0,40747.0,3.136034554691143,75501-3264,33.435351,-94.079302
Michael's Barber & Hair Stylist Academy,Irving,TX,3,42.0,,,31946.0,,16657.0,,16657.0,0.7703,,40747.0,3.136034554691143,75062-6016,32.838765,-96.978283
Yeshiva Yesoda Hatorah Vetz Chaim,Brooklyn,NY,2,223.0,0.4286,24473.0,24473.0,14000.0,14000.0,14000.0,14000.0,0.8038,,40747.0,2.402434535057796,11211-7106,40.706959,-73.961026
North-West College-San Diego,San Diego,CA,3,636.0,,,31946.0,,16657.0,,16657.0,0.4661,9500.0,41472.0,3.081211419753086,92115-1506,32.765537,-117.066577
West Virginia Junior College-United Career Institute,Irwin,PA,3,61.0,,25440.0,25440.0,14798.0,14798.0,14798.0,14798.0,0.7719,9881.0,31912.0,3.1887691150664326,15642-2704,40.321221,-79.690734
Aviation Institute of Maintenance-Charlotte,Charlotte,NC,3,344.0,,30005.0,30005.0,16657.0,16657.0,16657.0,16657.0,0.5236,29773.0,42759.0,2.806894454968545,28227-9403,35.161941,-80.736311
Ponce Health Sciences University-East,Ponce,PR,3,131.0,0.5,28524.0,28524.0,10504.0,10504.0,19304.0,19304.0,0.8769,,40747.0,2.8001079834098217,00731-0000,18.0083,-66.589688
Fortis College-Landover,Landover,MD,3,566.0,,33587.0,33587.0,16522.0,16522.0,16522.0,16522.0,0.7384,9500.0,36920.0,3.6388949079089925,20785-2223,38.949983,-76.866209
Stautzenberger College-Rockford Career College,Rockford,IL,3,682.0,,28452.0,28452.0,16699.0,16699.0,16699.0,16699.0,0.7503,14302.0,34104.0,3.3370865587614356,61108-3900,42.255903,-89.027291
WellSpring School of Allied Health-Wichita,Wichita,KS,3,58.0,,,31946.0,,16657.0,,16657.0,0.8172,7917.0,29839.0,4.282449143738061,67209,37.673622,-97.443119
Access Careers-Islandia,Islandia,NY,3,312.0,,,31946.0,,16657.0,,16657.0,0.0331,5500.0,40747.0,3.136034554691143,11749-1599,40.800874,-73.175617
Northern Pennsylvania Regional College,Warren,PA,1,75.0,,,17783.0,4440.0,4440.0,8880.0,8880.0,0.0,,40747.0,1.7456990698701744,16365,41.845064,-79.147679
Apex College of Veterinary Technology,Colorado Springs,CO,3,27.0,,25950.0,25950.0,13850.0,13850.0,13850.0,13850.0,0.4,,40747.0,2.5474268044273196,80903,38.828277,-104.813477
Meryma'at Barber College,Cleveland,OH,3,48.0,,,31946.0,,16657.0,,16657.0,0.9464,,40747.0,3.136034554691143,44111,41.458723,-81.777912
Western Maricopa Education Center,Glendale,AZ,1,245.0,,,17783.0,,5507.0,,11010.0,0.3691,,40747.0,1.7456990698701744,85307,33.535973,-112.292829
Bais Medrash of Dexter Park,Chestnut Ridge,NY,2,51.0,0.7143,36000.0,36000.0,11500.0,11500.0,11500.0,11500.0,0.5,,40747.0,3.5340025032517732,10977,41.081404,-74.045927
Makana Esthetics Wellness Academy,Honolulu,HI,3,50.0,,,31946.0,,16657.0,,16657.0,0.4322,,40747.0,3.136034554691143,96817-5330,21.315179,-157.869172
Oak Valley College,Rialto,CA,2,75.0,,33587.0,33587.0,24180.0,24180.0,24180.0,24180.0,0.5577,,40747.0,3.297126168797703,92377,34.150067,-117.39089
Paul Mitchell the School-San Jose,San Jose,CA,3,91.0,,,31946.0,,16657.0,,16657.0,0.8412,,40747.0,3.136034554691143,95122,37.325292,-121.814156
Zion Massage College,St. George,UT,3,56.0,,,31946.0,,16657.0,,16657.0,0.3977,,40747.0,3.136034554691143,84770-8819,37.097894,-113.618974
Great Lakes Boat Building School,Cedarville,MI,2,26.0,,37249.0,37249.0,25470.0,25470.0,25470.0,25470.0,0.3929,,40747.0,3.656612756767369,49719-9790,45.992299,-84.362578
Austin Career Institute,Austin,TX,3,102.0,,,31946.0,,16657.0,,16657.0,0.4738,,40747.0,3.136034554691143,78752,30.32685,-97.691089
Professional Culinary Academy,Buffalo,NY,3,17.0,,,31946.0,,16657.0,,16657.0,0.7407,,40747.0,3.136034554691143,14222-1433,42.920978,-78.876532
Pacific Northwest Christian College,Kennewick,WA,2,129.0,,18371.0,18371.0,11350.0,11350.0,11350.0,11350.0,0.6124,,40747.0,1.80342111075662,99336-5144,46.212057,-119.161961
Hollywood Cultural College,Los Angeles,CA,3,38.0,,,31946.0,,16657.0,,16657.0,0.3846,,40747.0,3.136034554691143,90010,34.061319,-118.299523
Mariano Moreno Culinary Institute,Miami,FL,3,108.0,,,31946.0,,16657.0,,16657.0,0.4167,,40747.0,3.136034554691143,33145-2627,25.750902,-80.228896
Alder Graduate School of Education,Redwood City,CA,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,94062,37.486305,-122.239258
Webb's Barber School of Arts,Macon,GA,3,16.0,,,31946.0,,16657.0,,16657.0,0.3636,,40747.0,3.136034554691143,31206-4118,32.825269,-83.710533
Adrian H. Wallace Barber Academy,Pensacola,FL,3,33.0,,,31946.0,,16657.0,,16657.0,0.431,,40747.0,3.136034554691143,32503-2802,30.453536,-87.213526
St. Louis Med Tech,St. Louis,MO,2,12.0,,,46093.0,11500.0,11500.0,11500.0,11500.0,0.5556,,40747.0,4.524799371732889,63123-3107,38.551852,-90.335689
Total Beauty Institute,Jacksonville,FL,2,10.0,,,46093.0,,29060.0,,29082.0,0.9722,,40747.0,4.524799371732889,32208-5119,30.37218,-81.657851
Pearlands Innovative School of Beauty,Pearland,TX,3,69.0,,,31946.0,,16657.0,,16657.0,0.8155,,40747.0,3.136034554691143,77584-7891,29.55683,-95.365954
Durant Institute of Hair Design,Durant,OK,3,41.0,,,31946.0,,16657.0,,16657.0,0.2308,,40747.0,3.136034554691143,74701-3089,34.005777,-96.405502
Premiere Aesthetics Institute,Bend,OR,3,45.0,,,31946.0,,16657.0,,16657.0,0.2043,,40747.0,3.136034554691143,97703-3230,44.060956,-121.312742
California Indian Nations College,Palm Desert,CA,1,142.0,,,17783.0,7743.0,7743.0,7743.0,7743.0,0.0,,40747.0,1.7456990698701744,92211,33.773732,-116.353365
Indian Bible College,Flagstaff,AZ,2,25.0,0.6,17684.0,17684.0,7980.0,7980.0,7980.0,7980.0,0.6364,,40747.0,1.7359805629862322,86004-1919,35.21783,-111.615734
Florida Professional Institute,Miami,FL,3,117.0,,,31946.0,,16657.0,,16657.0,0.7114,,40747.0,3.136034554691143,33155-6752,25.733948,-80.324728
The Professional Cosmetology Academy,Laredo,TX,3,146.0,,,31946.0,,16657.0,,16657.0,0.7208,,40747.0,3.136034554691143,78041-5930,27.555981,-99.481765
Hackensack Meridian School of Medicine,Nutley,NJ,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,07110-1912,40.833902,-74.155128
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,Southgate,MI,3,57.0,,,31946.0,,16657.0,,16657.0,0.7436,10556.0,36048.0,3.5448291167332444,48195-2615,42.198536,-83.214501
Paul Mitchell the School-North Tahoe,Truckee,CA,3,0.0,,,31946.0,,16657.0,,16657.0,0.3984,10500.0,40747.0,3.136034554691143,96161-0000,39.324674,-120.222884
Paul Mitchell the School-Fort Lauderdale,Plantation,FL,3,64.0,,,31946.0,,16657.0,,16657.0,0.5772,6650.0,40747.0,3.136034554691143,33388-0000,26.117978,-80.255003
PCI Academy-Iowa City,Iowa City,IA,3,113.0,,,31946.0,,16657.0,,16657.0,0.3354,5828.0,31330.0,4.07864666453878,52240-6083,41.642665,-91.503091
Larry's Barber College,Chicago,IL,3,29.0,,,31946.0,,16657.0,,16657.0,1.0,3945.0,40747.0,3.136034554691143,60619-3101,41.751137,-87.607449
Paul Mitchell the School-Provo,Provo,UT,3,147.0,,,31946.0,,16657.0,,16657.0,0.338,9917.0,27407.0,4.66245849600467,84606-3424,40.24048,-111.642161
Arizona College of Nursing-Tampa,Tampa,FL,3,335.0,,41613.0,41613.0,23093.0,23093.0,23093.0,23093.0,0.5794,9500.0,34657.0,4.802839253253311,33607,27.955614,-82.523369
Arizona College of Nursing-Fort Lauderdale,Fort Lauderdale,FL,3,428.0,,,31946.0,25973.0,25973.0,25973.0,25973.0,0.6709,9500.0,34657.0,3.6871050581412126,33334-3637,26.205783,-80.138479
Arizona College of Nursing-Tucson,Tucson,AZ,3,562.0,,41932.0,41932.0,24944.0,24944.0,24944.0,24944.0,0.6051,9500.0,34657.0,4.839657212107222,85711,32.22113,-110.880434
Arizona College of Nursing-Phoenix,Phoenix,AZ,3,1229.0,,42097.0,42097.0,26041.0,26041.0,26041.0,26041.0,0.5957,9500.0,34657.0,4.858700983928211,85053-4058,33.635804,-112.117327
Empire Beauty School-Newport News,Newport News,VA,3,92.0,,,31946.0,,16657.0,,16657.0,0.5638,10667.0,23921.0,5.34191714393211,23602-6958,37.114415,-76.504353
Tricoci University of Beauty Culture-Normal,Normal,IL,3,171.0,,,31946.0,,16657.0,,16657.0,0.4615,7307.0,26236.0,4.870559536514713,61761-4107,40.531563,-89.001721
Elite Welding Academy,Houston,TX,3,24.0,,,31946.0,,16657.0,,16657.0,0.5,9483.0,40747.0,3.136034554691143,77087-2904,29.700719,-95.298611
Paul Mitchell the School-Murfreesboro-Nashville,Powder Springs,TN,3,237.0,,,31946.0,,16657.0,,16657.0,0.4512,7917.0,30461.0,4.195003447030629,30127-2541,36.307117,-86.602367
Dorsey College-Woodhaven,Woodhaven,MI,3,223.0,,35532.0,35532.0,16990.0,16990.0,16990.0,16990.0,0.5896,13000.0,29392.0,4.835601524224279,48183-3319,42.142483,-83.223919
Pathways College,Phoenix,AZ,2,196.0,,,46093.0,,29060.0,,29082.0,0.0,,40747.0,4.524799371732889,85006,33.472223,-112.06553
San Joaquin Valley College-Delano,Delano,CA,3,69.0,,,31946.0,,16657.0,,16657.0,0.8438,10674.0,38317.0,3.334916616645353,93215-9691,35.774826,-119.229077
San Joaquin Valley College-Rancho Mirage,Rancho Mirage,CA,3,305.0,,,31946.0,,16657.0,,16657.0,0.5855,10674.0,38317.0,3.334916616645353,92270-2701,33.798782,-116.390793
San Joaquin Valley College-Santa Maria,Santa Maria,CA,3,114.0,,,31946.0,,16657.0,,16657.0,0.6188,10674.0,38317.0,3.334916616645353,93454-6921,34.937806,-120.433296
Advantage Technical College-Aguadilla,Aguadilla,PR,3,263.0,,,31946.0,,16657.0,,16657.0,0.4991,,26905.0,4.749451774763055,00603-0000,18.433012,-67.154491
San Joaquin Valley College-Porterville,Porterville,CA,3,78.0,,,31946.0,,16657.0,,16657.0,0.8219,10674.0,38317.0,3.334916616645353,93257-3730,36.071598,-119.01576
California University of Science and Medicine,Colton,CA,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,92324-1603,34.077252,-117.350487
Ruben's Five Star Academy,Lake Wales,FL,3,22.0,,,31946.0,,16657.0,,16657.0,0.7027,,40747.0,3.136034554691143,33859-4409,27.955366,-81.614023
Mason Anthony School of Cosmetology Arts & Sciences,Columbus,OH,3,251.0,,,31946.0,,16657.0,,16657.0,0.3984,,40747.0,3.136034554691143,43231-8252,40.099821,-82.94276
Triangle Tech-Chambersburg,Chambersburg,PA,3,29.0,,31270.0,31270.0,19005.0,19005.0,19005.0,19005.0,0.6032,18084.0,51953.0,2.4075606798452447,17201-7834,39.995848,-77.642205
Provo College-Idaho Falls Campus,Idaho Falls,ID,3,257.0,,39585.0,39585.0,19068.0,19068.0,19068.0,19068.0,0.3855,41733.0,39645.0,3.993946273174423,83404-3538,43.481,-112.00228
Eagle Gate College-Boise Campus,Boise,ID,3,594.0,,35847.0,35847.0,19068.0,19068.0,19068.0,19068.0,0.3464,43021.0,37518.0,3.8218455141532064,83709-2505,43.59091,-116.298572
Elite Welding Academy South Point,South Point,OH,3,29.0,,,31946.0,,16657.0,,16657.0,0.6429,9483.0,40747.0,3.136034554691143,45680-8849,38.447233,-82.594354
Agape College of Business and Science,Fresno,CA,2,43.0,0.7778,23049.0,23049.0,25672.0,25672.0,25672.0,25672.0,0.4359,,40747.0,2.262645102706948,93721-1827,36.741252,-119.787874
Zorganics Institute of Beauty and Wellness,Bellingham,WA,3,35.0,,,31946.0,,16657.0,,16657.0,0.5429,,40747.0,3.136034554691143,98226-8184,48.791271,-122.495516
Daybreak University,Anaheim,CA,2,540.0,,,46093.0,,29060.0,,29082.0,0.3984,,40747.0,4.524799371732889,92806,33.837857,-117.88954
Motion Picture Institute,Troy,MI,3,53.0,,,31946.0,,16657.0,,16657.0,0.2661,,40747.0,3.136034554691143,48084,42.55223,-83.166066
The  Salon Professional Academy of Holland,Holland,MI,3,82.0,,,31946.0,,16657.0,,16657.0,0.2366,,40747.0,3.136034554691143,49424-7521,42.822173,-86.090522
Dymond Designs Beauty School,Detroit,MI,3,28.0,,,31946.0,,16657.0,,16657.0,0.5868,,40747.0,3.136034554691143,48207-4236,42.341646,-83.013866
National Institute for Medical Assistant Advancement (NIMAA),Denver,CO,2,194.0,,,46093.0,,29060.0,,29082.0,0.7117,,40747.0,4.524799371732889,80204,39.741297,-105.042047
California Northstate University,Elk Grove,CA,3,37.0,1.0,,31946.0,57463.0,57463.0,57463.0,57463.0,0.0,,40747.0,3.136034554691143,95757-3001,38.405942,-121.481542
Antigua College International,Miami Lakes,FL,3,251.0,,29450.0,29450.0,13400.0,13400.0,13400.0,13400.0,0.6745,,40747.0,2.8910103811323533,33016-1511,25.904817,-80.327618
Burlington County Institute of Technology-Adult Education,Westampton,NJ,1,96.0,,,17783.0,,5507.0,,11010.0,0.0483,,40747.0,1.7456990698701744,08060-3826,40.018851,-74.822846
Sri Sai Krish Institute,ORANGE,CA,3,61.0,,,31946.0,64500.0,64500.0,64500.0,64500.0,0.0,,40747.0,3.136034554691143,92869,33.787459,-117.79648
Riggins Urban Barber College,San Diego,CA,3,85.0,,,31946.0,,16657.0,,16657.0,0.916,,40747.0,3.136034554691143,92114-3618,32.706069,-117.086115
Hair Arts Institute,Oklahoma City,OK,3,38.0,,,31946.0,,16657.0,,16657.0,0.4706,,40747.0,3.136034554691143,73134,35.621821,-97.567807
Florida Academy of Nursing,Miramar,FL,3,21.0,,,31946.0,,16657.0,,16657.0,0.5282,,40747.0,3.136034554691143,33027-7000,25.980007,-80.34059
Body Wisdom Massage Therapy School,Urbandale,IA,3,45.0,,,31946.0,,16657.0,,16657.0,0.0625,,40747.0,3.136034554691143,50322-2903,41.629798,-93.734181
Lakewood University,Cleveland Heights,OH,2,103.0,,14480.0,14480.0,10479.0,10479.0,10479.0,10479.0,0.26,,40747.0,1.4214543401968243,44112-3044,41.53011,-81.561292
CTK Healthcare & Career Institute,Irving,TX,3,114.0,,,31946.0,,16657.0,,16657.0,0.5243,,40747.0,3.136034554691143,75062-7861,32.854097,-96.993287
Aesthetics Institute,St. Louis,MO,3,28.0,,,31946.0,,16657.0,,16657.0,0.2903,,40747.0,3.136034554691143,63123-3107,38.551852,-90.335689
Sierra Academy of Style,Carson City,NV,3,160.0,,,31946.0,,16657.0,,16657.0,0.5093,,40747.0,3.136034554691143,89701-6324,39.150371,-119.762006
Institute of Allied Healthcare,San Antonio,TX,3,60.0,,,31946.0,,16657.0,,16657.0,0.1077,,40747.0,3.136034554691143,78229-4538,29.507147,-98.570242
NewU University,Washington,DC,2,34.0,,,46093.0,16500.0,16500.0,16500.0,16500.0,0.3984,,40747.0,4.524799371732889,20005,38.909213,-77.037058
